Name	SMILES
Ixazomib	CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
Kanamycin	NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
Kaolin	O.O.[Al+3].[Al+3].[O-][Si]([O-])([O-])O[Si]([O-])([O-])[O-]
Kappadione	Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+]
Kava	COC1=CC(=O)OC(/C=C/C2=CCCC=C2)C1
Ketamine	CNC1(c2ccccc2Cl)CCCCC1=O
Ketazolam	CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1
Ketoconazole	CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
Ketoprofen	CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
Ketorolac	O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
Ketotifen	CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
Kinetin	c1coc(CNc2ncnc3nc[nH]c23)c1
Krypton Kr 81m	[81Kr]
Labetalol	CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1
Lacidipine	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C
Lacosamide	COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1
Lactic acid	CC(O)C(=O)O
Lactitol	OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)CO
Lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
Lactulose	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
Lamivudine	Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1
Lamotrigine	Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
Lanreotide	CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccc3ccccc3c2)CSSCC(C(=O)NC(C(N)=O)C(C)O)NC1=O
Lansoprazole	Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
Lanthanum carbonate	O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[La+3].[La+3]
Lapatinib	CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1
Lapyrium	CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
Laropiprant	CS(=O)(=O)c1cc(F)cc2c3c(n(Cc4ccc(Cl)cc4)c12)[C@@H](CC(=O)O)CC3
Larotrectinib	O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1
Lasmiditan	CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1
Lasofoxifene	Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1
Latamoxef	CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21
Latanoprost	CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O
Latanoprostene bunod	O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-]
Lauric acid	CCCCCCCCCCCC(=O)O
Laurocapram	CCCCCCCCCCCCN1CCCCCC1=O
Ledipasvir	COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C
Lefamulin	C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2CC[C@@H](N)C[C@H]2O)[C@]2(C)C(C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O
Leflunomide	Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
Lemborexant	Cc1ncc(OC[C@@]2(c3cccc(F)c3)C[C@H]2C(=O)Nc2ccc(F)cn2)c(C)n1
Lenalidomide	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
Lenvatinib	COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
Lercanidipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
Lesinurad	O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12
Letermovir	COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1
Letrozole	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
Leucovorin	Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2
Leuprolide	CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1
Levacetylmethadol	CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
Levallorphan	C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
Levamisole	c1ccc([C@H]2CN3CCSC3=N2)cc1
Levamlodipine	CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)[C@@H]1c1ccccc1Cl
Levetiracetam	CC[C@@H](C(N)=O)N1CCCC1=O
Levmetamfetamine	CN[C@H](C)Cc1ccccc1
Levobetaxolol	CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1
Levobunolol	CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O
Levobupivacaine	CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
Levocabastine	C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1
Levocarnitine	C[N+](C)(C)C[C@H](O)CC(=O)[O-]
Levocetirizine	O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1
Levodopa	N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O
Levofloxacin	C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23
Levoketoconazole	CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
Levoleucovorin	Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
Levomefolic acid	CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
Levomenol	CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1
Levomenthol	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
Levomilnacipran	CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN
Levonordefrin	C[C@H](N)[C@H](O)c1ccc(O)c(O)c1
Levonorgestrel	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
Levorphanol	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
Levosalbutamol	CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1
Levosimendan	C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1
Levothyroxine	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
L-Glutamine	NC(=O)CC[C@H](N)C(=O)O
Lidocaine	CCN(CC)CC(=O)Nc1c(C)cccc1C
Lidoflazine	Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
Lifitegrast	CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1
Light green SF yellowish	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
Linaclotide	C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(N)=O)NC(=O)[C@@H]2CSSC[C@H](N)C(=O)N[C@H]3CSSC[C@H](NC1=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)CSSC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCC(=O)O)NC3=O)C(=O)N2
Linagliptin	CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
Lincomycin	CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1
Lindane	Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
Linezolid	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1
Linoleic acid	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O
Linzagolix	COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)O)c3c2=O)cc1OCc1c(OC)ccc(F)c1F
Liothyronine	N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
Liotrix	N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+]
Lipoic acid	O=C(O)CCCC[C@@H]1CCSS1
Lisdexamfetamine	C[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)CCCCN
Lisinopril	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
Lisuride	CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
Lithium carbonate	O=C([O-])[O-].[Li+].[Li+]
Lithium citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+]
Lithium hydroxide	[Li+].[OH-]
L-Lactic acid	C[C@H](O)C(=O)O
Lodoxamide	N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1
Lofexidine	CC(Oc1c(Cl)cccc1Cl)C1=NCCN1
Lomefloxacin	CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
Lomitapide	O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
Lomustine	O=NN(CCCl)C(=O)NC1CCCCC1
Lonafarnib	NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1
Loperamide	CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1
Lopinavir	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
Loracarbef	N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
Loratadine	CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
Lorazepam	O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
Lorcaserin	C[C@H]1CNCCc2ccc(Cl)cc21
Lorlatinib	C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21
Lormetazepam	CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21
Lornoxicam	CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O
Lorpiprazole	FC(F)(F)c1cccc(N2CCN(CCc3nnc4n3C[C@@H]3CCC[C@H]43)CC2)c1
Losartan	CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Loteprednol	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)OCCl
Loteprednol etabonate	CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
Lovastatin	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
Loxapine	CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
Loxoprofen	CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1
Lubiprostone	CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
Luliconazole	N#C/C(=C1/SC[C@@H](c2ccc(Cl)cc2Cl)S1)n1ccnc1
Lumacaftor	Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1-c1cccc(C(=O)O)c1
Lumateperone	CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
Lumefantrine	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
Lumefantrine co-artemether	CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1.CO[C@H]1O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3
Lumiracoxib	Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1
Lurasidone	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
Lurbinectedin	COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4
Lusutrombopag	CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
Lutein	CC1=C[C@H](O)CC(C)(C)[C@H]1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C
Lutetium Lu 177 dotatate	C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O.[177Lu+3]
Lutetium Lu-177	[177Lu]
Lutetium Lu-177 vipivotide tetraxetan	O=C([O-])CN1CCN(CC(=O)[O-])CCN(CC(=O)NC[C@H]2CC[C@H](C(=O)N[C@@H](Cc3ccc4ccccc4c3)C(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)CC2)CCN(CC(=O)[O-])CC1.[177Lu+3]
Lycopene	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C
Lymecycline	CN(C)[C@@H]1C(O)=C(C(=O)NCNCCCC[C@H](N)C(=O)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
Lynestrenol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C
Lypressin	NCCCCC(NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O
Lysine	NCCCC[C@H](N)C(=O)O
Macimorelin	CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)NC=O
Macitentan	CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
Mafenide	NCc1ccc(S(N)(=O)=O)cc1
Magaldrate	O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[Mg+2].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-]
Magnesium	[MgH2]
Magnesium acetate	CC(=O)[O-].CC(=O)[O-].[Mg+2]
Magnesium acetate tetrahydrate	CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2]
Magnesium ascorbate	O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Mg+2]
Magnesium carbonate	O=C([O-])[O-].[Mg+2]
Magnesium cation	[Mg+2]
Magnesium chloride	[Cl-].[Cl-].[Mg+2]
Magnesium citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mg+2].[Mg+2].[Mg+2]
Magnesium gluconate	O.O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2]
Magnesium glycinate	NCC(=O)[O-].NCC(=O)[O-].[Mg+2]
Magnesium hydroxide	[Mg+2].[OH-].[OH-]
Magnesium malate	O=C([O-])CC(O)C(=O)[O-].[Mg+2]
Magnesium oxide	[Mg+2].[O-2]
Magnesium silicate	[Mg+2].[O-2].[O-2].[O-2].[Si+4]
Magnesium sulfate	O=S(=O)([O-])[O-].[Mg+2]
Magnesium trisilicate	O=[Si]([O-])O[Si]([O-])([O-])O[Si](=O)[O-].[Mg+2].[Mg+2]
Malathion	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
Mandelic acid	O=C(O)C(O)c1ccccc1
Mangafodipir	Cc1nc(COP(=O)(O)O)cc(CN(CCN(CC(=O)[O-])Cc2cc(COP(=O)(O)O)nc(C)c2O)CC(=O)[O-])c1O.[Mn+2]
Manganese	[Mn+2]
Manganese citrate	O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Mn+2].[Mn+2].[Mn+2]
Manganese gluconate	O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mn+2]
Manidipine	COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1
Mannitol	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Mannitol busulfan	CS(=O)(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COS(C)(=O)=O
Maprotiline	CNCCCC12CCC(c3ccccc31)c1ccccc12
Maralixibat	CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O
Maraviroc	Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
Maribavir	CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
Masoprocol	C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1
Mavacamten	CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
Mazindol	OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21
Mebeverine	CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1
Mebrofenin	Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br
Mebutamate	CCC(C)C(C)(COC(N)=O)COC(N)=O
Mecamylamine	CNC1(C)C2CCC(C2)C1(C)C
Mechlorethamine	CN(CCCl)CCCl
Meclizine	Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
Meclofenamic acid	Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl
Mecobalamin	CC1=C2N3[C@@H]4[C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@H](O[C@@H]2CO)n2c[n+](c5cc(C)c(C)cc52)[Co-3]325(C)[N+]3=C1[C@@H](CCC(N)=O)C(C)(C)C3=CC1=[N+]2C(=C(C)C2=[N+]5[C@]4(C)[C@@](C)(CC(N)=O)[C@@H]2CCC(N)=O)[C@@](C)(CC(N)=O)[C@@H]1CCC(N)=O
Medifoxamine	CN(C)CC(Oc1ccccc1)Oc1ccccc1
Medrogestone	CC(=O)[C@@]1(C)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Medronic acid	O=P(O)(O)CP(=O)(O)O
Medroxyprogesterone acetate	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Medrysone	CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
Mefenamic acid	Cc1cccc(Nc2ccccc2C(=O)O)c1C
Mefloquine	OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
Megestrol acetate	CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
Meglumine	CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
Melatonin	COc1ccc2[nH]cc(CCNC(C)=O)c2c1
Meloxicam	Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1
Melphalan	N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O
Melphalan flufenamide	CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1
Memantine	CC12CC3CC(C)(C1)CC(N)(C3)C2
Menadiol diphosphate	Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O
Menadione	CC1=CC(=O)c2ccccc2C1=O
Menthol	CC1CCC(C(C)C)C(O)C1
Menthyl salicylate	CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)c1ccccc1O
Mepenzolate	C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
Meperidine	CCOC(=O)C1(c2ccccc2)CCN(C)CC1
Mephenesin	Cc1ccccc1OCC(O)CO
Mephentermine	CNC(C)(C)Cc1ccccc1
Mephenytoin	CCC1(c2ccccc2)NC(=O)N(C)C1=O
Mepivacaine	Cc1cccc(C)c1NC(=O)C1CCCCN1C
Meprednisone	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO
Meprobamate	CCCC(C)(COC(N)=O)COC(N)=O
Mepyramine	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1
Mequinol	COc1ccc(O)cc1
Meradimate	CC1CCC(C(C)C)C(OC(=O)c2ccccc2N)C1
Mercaptopurine	S=c1nc[nH]c2nc[nH]c12
Meropenem	C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12
Mesalazine	Nc1ccc(O)c(C(=O)O)c1
Mesoridazine	CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
Mestranol	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C
Metacycline	C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12
Metamfetamine	CN[C@@H](C)Cc1ccccc1
Metamizole	Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C
Metaraminol	C[C@H](N)[C@H](O)c1cccc(O)c1
Metaxalone	Cc1cc(C)cc(OCC2CNC(=O)O2)c1
