drug_id,drug_seq
50240876,Clc1cccc(COc2cc(=O)n3CCOCc3n2)c1
50240878,Cc1cccc(COc2cc(=O)n3cc(Oc4cccnc4)ccc3n2)n1
50240879,Clc1cccc(COc2cc(=O)n3ccccc3n2)c1
50240880,O=c1cc(SCc2ccccn2)nc2ccccn12
50240881,CC(C)(C)C[C@@H]1COCc2nc(OCc3cccc(c3)C#N)cc(=O)n12
50240882,CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n12
50240883,CC(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n12
50240884,Cc1csc(COc2cc(=O)n3[C@H](Cc4ccccc4)COCc3n2)n1
50240885,O=c1cc(OCc2cccc(c2)C#N)nc2COC[C@@H](Cc3ccccc3)n12
50240886,Cc1cccc(COc2cc(=O)n3[C@H](Cc4ccccc4)COCc3n2)n1
50240887,Clc1cccc(COc2cc(=O)n3[C@H](Cc4ccccc4)COCc3n2)c1
50240888,Clc1cccc(COc2cc(=O)n3[C@@H](Cc4ccccc4)COCc3n2)c1
50240889,Clc1cccc(COc2cc(=O)n3CCCCc3n2)c1
50240890,Clc1cccc(COc2cc(=O)n3cc(Oc4cccnc4)ccc3n2)c1
50240893,O=c1cc(OCCC2CC2)nc2COC[C@@H](Cc3ccccc3)n12
50240894,O=c1cc(OCc2ccccn2)nc2COC[C@@H](Cc3ccccc3)n12
50240895,[O-][N+](=O)c1ccc(cc1)C(=O)Cn1ccnc1
50240900,CC(C)C[C@@H]1COCc2nc(OCc3cccc(c3)C#N)cc(=O)n12
50240901,NC(=N)c1ccc2oc(\C=C\C=C\C=C\c3cc4cc(ccc4o3)C(N)=N)cc2c1
50240902,NC(=N)NN=Cc1ccc(cc1)-c1cc2ccc(C=NNC(N)=N)cc2s1
50240908,NC(=N)N=C(N)NCCc1ccccc1
50240928,Cn1c2nc(S)n(CC(O)COc3ccc(Cl)cc3)c2c(=O)[nH]c1=O
50240933,CCNS(=O)(=O)c1ccc2CC(CO)NCc2c1
50240934,OCC1Cc2ccc(cc2CN1)S(=O)(=O)NCCC(F)(F)F
50240938,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCCC2)c1
50240939,Cl.Oc1cccc(CCN(CCc2ccccc2)Cc2ccccc2)c1
50240940,Cl.Oc1cccc(CCN(CCc2ccccc2)C2CCC2)c1
50240941,Cl.CC(C)CCN(CCc1ccccc1)CCc1cccc(O)c1
50240942,Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CC2)c1
50240944,Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC=C)c1
50240945,CC1(C)Oc2ccc(C(=O)\C=C\c3ccc(O)cc3)c(O)c2C=C1
50240947,Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCCC2)c1
50240948,C=CCSS(=O)CC=C
50240949,Cl.CC(C)CCN(CCc1cccc(O)c1)CCc1cccc(O)c1
50240950,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCC2)cc1
50240951,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC=C)cc1
50240952,CCC(=O)NCC1Cc2ccccc2Cc2ccc(OC)cc12
50240954,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1F
50240955,Cl.Oc1cccc(CCN(CCc2cccc(O)c2F)CC2CCC2)c1
50240956,CC(=O)CCN1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2
50240957,C(Cc1ccccc1)N(CCc1ccccc1)CC1CCC1
50240958,Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCCCC2)c1
50240959,COCCNC(N)=NCCC[C@H](N)C(O)=O
50240961,CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Br)cc2)cc1
50240962,CC(C)C[C@H](NC(=O)c1cc2ccccc2s1)C(=O)N[C@H]1CCN(Cc2ccc(OCCCN(C)C)cc2)C1
50240963,CN(C)CCCOc1ccc(CN2CC[C@@H](C2)NC(=O)c2ccc(Cl)c(Cl)c2)cc1
50240965,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CCCCC2)cc1
50240966,Cl.Oc1ccc(CCN(CCc2cccc(O)c2)CC2CC2)cc1
50240967,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1F
50240968,Cl.Oc1ccc(CCN(CCc2cccc(O)c2F)CC2CCC2)cc1
50240969,OC(=O)c1cc(Cl)ccc1O
50240970,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCCCC2)c1
50240971,Cl.Oc1cccc(CCN(CCc2cccc(O)c2)CC2CCC2)c1
50240976,Cc1cc(cnc1N)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240977,Cc1cc(N)ncc1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240983,Nc1cnc(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240984,Nc1ccc(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240985,Nc1ccc(cc1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240987,FC(F)(F)c1cc(Br)ncc1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240988,FC(F)(F)c1cc(Cl)ncc1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240989,CC(=O)Nc1cc(c(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
50240990,COc1ccc(cc1OC)-c1nc2cc(F)ccc2s1
50240991,Cc1nc(N)ncc1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240992,Nc1ncc(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240993,CONc1cc(c(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
50240995,Nc1ncc(cc1C(F)(F)F)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
50240999,CCCn1c2cc([nH]c2c(=O)n(CCC)c1=O)-c1ccc(OCC(=O)Nc2ccc(Br)cc2)cc1
50241035,NC(N)=N[C@@H]1C[C@H](N=C(N)N)[C@H](C[C@H]1Oc1ccc(cc1N=C(N)N)N=C(N)N)Oc1ccc(cc1N=C(N)N)N=C(N)N
50241049,CC(C)[C@]12O[C@H]1[C@@H]1O[C@]11[C@]3(O[C@H]3C[C@H]3C4=C(CC[C@]13C)C(=O)OC4)[C@@H]2O
50241052,Oc1cc(cc(O)c1O)C(=O)OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H](OC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1
50241083,COc1cc(ccc1OCCN1CCCC1)-n1cnc2cc(sc2c1=O)-c1ccc(Cl)cc1
50241090,COc1ccc2cc(CN3CCC(CC3)NC(=O)c3cc(OC)cc(OC)c3)ccc2c1
50241091,CN1CCN(CCCN([C@@H]2CC[C@@]3(C[C@@H]3C2)c2cccc(CN3CCC[C@H]3CO)c2)c2nc3cc(F)c(F)cc3[nH]2)CC1
50241095,CN(C)Cc1ccc2C[C@H](CCc2c1)N(C)C(=O)c1ccc(cc1)-c1ccc(F)cc1
50241096,CN([C@H]1CCc2cc(CN3CCN(CC3)C(N)=O)ccc2C1)C(=O)c1ccc(cc1)-c1ccc(F)cc1
50241100,CCNC(=O)Nc1ccc2CCC(Cc2c1)N(CCCN1CCN(C)CC1)C(=O)Nc1ccc(F)c(Cl)c1
50241105,COc1cccc(c1)C(=C\CNC(C)=O)\c1ccccc1
50241119,O=c1[nH]c2cccc(N3CCN(Cc4cccc(c4)-c4ccccc4)CC3)c2o1
50241121,N[C@@H](CCC(=O)N[C@@H](CSCc1ccc(Br)cc1)C(=O)NCC(O)=O)C(O)=O
50241143,CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1
50241153,SC1=NC(=O)C(S1)=Cc1ccc(Br)cc1
50241166,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3ccccc3)ncnc12
50241179,C1CN2C[C@@H](N=C2S1)c1ccccc1
50241192,C[C@]1(CC(N=N1)C(F)(F)F)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F
50241196,C[C@@H](c1cnc[nH]1)c1cccc(C)c1C
50241199,FCCOC(=O)C1C2CCC(CC1c1ccc(\C=C/I)cc1)N2
50241202,Cc1nc2ccccc2c(=O)[nH]1
50241210,NC(=S)NN=Cc1ccccc1
50241214,NC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241215,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCCNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241216,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241217,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCOCCOCCNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241218,CN(C)c1cccc2c(cccc12)S(=O)(=O)N1CCN(CC1)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241219,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)c1cccc2ccccc12
50241220,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1
50241221,CC(=O)c1ccc(O)cc1O
50241223,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)Cc1ccccc1
50241224,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)C1CCCCC1
50241225,CC(C)S(=O)(=O)N1CCN(CC1)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241226,CS(=O)(=O)N1CCN(CC1)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241227,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)c1cccs1
50241228,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1cccc2ccccc12
50241229,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1ccccc1
50241230,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)Cc1ccccc1
50241231,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1ccccn1
50241232,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1cccnc1
50241233,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1ccncc1
50241234,Oc1ccc2cc(C(=O)N3CCN(CC3)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc3ccccc3)c(=O)oc2c1
50241235,OC(=O)CNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241236,COC(=O)CNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241237,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)S(=O)(=O)c1ccccc1
50241238,CCS(=O)(=O)N1CCN(CC1)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241239,C=CC(=O)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCN(CC1)C(=O)c1ccc2ccccc2c1
50241240,CC(=O)N1CCN(CC1)C(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241241,CN(C)c1cccc2c(cccc12)S(=O)(=O)NCCCCNC(=O)[C@H](CCCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241243,OC[C@H]1O[C@@H](Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
50241244,O[C@@H]1[C@@H](COC(=O)C=Cc2ccc(O)cc2)O[C@@H](Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)cc2)[C@H](O)[C@H]1O
50241246,CN(C)c1cccc2c(cccc12)S(=O)(=O)N1CCN(CC1)C(=O)[C@H](CCCNC(=O)C=C)NC(=O)OCc1ccccc1
50241249,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(O)=O)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1
50241250,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(O)=O)S(=O)(=O)c2ccc(cc2)-c2ccccc2)cc1
50241251,COc1ccc(cc1)S(=O)(=O)N(CC(=O)NO)CC(=O)NCCc1ccc(cc1)S(N)(=O)=O
50241252,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(Oc3ccccc3)cc2)cc1
50241253,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)S(=O)(=O)c2ccc(cc2)-c2ccccc2)cc1
50241254,NS(=O)(=O)c1ccc(CCNC(=O)CN(CC(=O)NO)Cc2ccccc2)cc1
50241297,CSc1ccc(cc1)C1(O)CCN(Cc2coc3ccccc23)CC1
50241312,OC(=O)c1cc(n[nH]1)-c1ccccc1
50241333,CN1CCC(CC1)OC(c1ccccc1)c1ccccc1
50241337,Clc1ccc(cc1)S(=O)(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1
50241341,CN1CC[C@@]23[C@H]4Oc5c2c(C[C@@H]1[C@@H]3CCC4=O)ccc5O
50241342,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
50241343,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C
50241345,O[C@H]1[C@H](Oc2cc(O)c3c(c2)oc(cc3=O)-c2ccc(O)cc2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O
50241354,OC[C@H]1O[C@@H](Oc2c(O)c3c(cc(O)cc3=O)oc2-c2ccc(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
50241361,Cn1cc[nH]c1=S
50241370,C[C@@H](N[C@@H](CCc1ccccc1)C(=O)N[C@@H](CCCN=C(N)N)C(=O)Nc1ccccc1)C(O)=O
50241371,CNC(=O)CNC(=O)Nc1nnc(S)s1
50241372,CNC(=O)[C@H](Cc1ccccc1)NC(=O)Nc1nnc(S)s1
50241373,CNC(=O)[C@@H](Cc1ccccc1)NC(=O)Nc1nnc(S)s1
50241374,CNC(=O)[C@H](CC1CCCCC1)NC(=O)Nc1nnc(S)s1
50241375,CNC(=O)[C@H](CC(C)C)NC(=O)Nc1nnc(S)s1
50241376,CNC(=O)[C@@H](NC(=O)Nc1nnc(S)s1)c1ccccc1
50241377,CNC(=O)[C@H](CO)NC(=O)Nc1nnc(S)s1
50241378,CNC(=O)[C@H](COCc1ccccc1)NC(=O)Nc1nnc(S)s1
50241420,CC(C)(C)N1CN(C(=N)c2cn[nH]c12)c1ccc(Cl)cc1
50241424,CN(CC(=O)N1CCC[C@H]([C@H]1CN1CCCC1)c1ccccc1)c1ccc(Cl)c(Cl)c1
50241428,Cc1ccc2nc(NS(=O)(=O)c3ccc(cc3)[N+]([O-])=O)sc2c1
50241429,CCOc1ccc2nc(NS(=O)(=O)c3ccc(cc3)[N+]([O-])=O)sc2c1
50241444,CCCn1c2cc([nH]c2c(=O)n(CCC)c1=O)-c1ccc(OCC(=O)N2CCN(Cc3ccccc3)CC2)cc1
50241445,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc2c(SCc3ccccc3)ncnc12
50241446,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3cccs3)ncnc12
50241447,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(NCc3ccco3)ncnc12
50241453,CC(C)=CCc1c(O)cc2oc3cc(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O
50241454,COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C
50241460,OC(=O)\C=C/C(=O)Nc1cccc(NC(=O)c2ccccc2)c1
50241461,CN(C)c1ccc2nc3ccc(cc3sc2c1)=[N+](C)C
50241491,CCCCc1nc(C)n(Cc2sccc2C(=O)OC)c(=O)c1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
50241501,CCCCc1nc(C)n(Cc2cccs2)c(=O)c1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
50241524,COc1cc(C[C@@H]2[C@@H](Cc3ccc4OCOc4c3)COC2=O)cc(OC)c1OC
50241570,C[C@@H](CC\C=C(/C)C(O)=O)[C@]1(C)CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C
50241632,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1nc(c[nH]1)-c1ccc2ccccc2c1
50241633,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1nc(c[nH]1)-c1ccccc1
50241634,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1nc(n[nH]1)-c1ccc2ccccc2c1
50241635,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1nc(n[nH]1)-c1ccccc1
50241636,O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)c1nc(c[nH]1)-c1ccccc1
50241637,O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)c1nc(n[nH]1)-c1ccc2ccccc2c1
50241638,OC[C@H]1O[C@H]([C@H](O)[C@H](CO)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O
50241639,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O
50241640,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1c1nc2ccccc2[nH]1
50241643,N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1n1cc(nn1)-c1ccc2ccccc2c1
50241644,O[C@@H]1CO[C@H]([C@H](O)[C@H]1O)c1nc(c[nH]1)-c1ccc2ccccc2c1
50241707,CCc1c(C)cc2C(=O)C3=C(C(=O)c2c1O)C(OC)(OC3(C)C)C(=O)OC
50241708,CCc1c(C)cc2C(=O)C3=C(C(=O)c2c1O)C(O)(OC3(C)C)C(=O)OC
50241709,CCc1c(C)cc2c(O)c3c(OC(C)(C(=O)OC)C(=O)C3(C)C)c(O)c2c1O
50241710,Cc1c(O)c2cc3c(C(=O)C(C)(O)C(=O)C3(C)C)c(O)c2c(O)c1C=C
50241723,CC1C(=O)c2c(O)c3c(O)c(C=C)c(C)c(O)c3cc2C(C)(C)C1=O
50241724,CC1C(=O)c2c(O)c3c(O)c(C(C)=O)c(C)cc3cc2C(C)(C)C1=O
50241725,COc1c(C(C)=O)c(C)cc2cc3c(C(=O)C(C)(C)C(=O)C3(C)C)c(O)c12
50241726,CCCc1c(C(=O)OC)c(OC)cc2cc3c(C(=O)C(C)(O)C(=O)C3(C)C)c(O)c12
50241727,Cn1cc(C[C@H](N)C(O)=O)c2ccccc12
50241734,Cc1cc(c[nH]c1=O)-c1ccccc1Oc1ccccc1
50241735,Cn1cc(cc(N)c1=O)-c1ccccc1Oc1ccccc1
50241743,CCS(=O)(=O)Nc1ccc(Oc2ccc(cc2)C(F)(F)F)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
50241744,Cn1cc(-c2cc(NS(C)(=O)=O)ccc2Oc2ccccc2C(F)(F)F)c2cc[nH]c2c1=O
50241748,CO[C@H]1CC=C2CCN3CCC4=C(CC(=O)OC4)[C@@]23C1
50241749,CCS(=O)(=O)Nc1ccc(Oc2ccc(Cl)cc2)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
50241750,Cn1cc(ccc1=O)-c1ccccc1Oc1ccccc1
50241752,CCS(=O)(=O)Nc1ccc(OC2CCN(C)CC2)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
50241753,CCS(=O)(=O)Nc1ccc(OC2CCC(CC2)N(C)C)c(c1)-c1cn(C)c(=O)c2[nH]ccc12
50241817,Oc1ccc(CCCNC(=O)c2cc3ccc(O)cc3oc2=O)cc1
50241836,NC(N)=NCCC[C@@H]1NC(=O)[C@H](Cc2c[nH]c3cc(Br)ccc23)NC1=O
50241846,Cc1ccc(cc1)C#Cc1ccc(\C=C2/CC(CO)(COC(=O)c3cn(C)c4ccccc34)OC2=O)cc1
50241849,CC(C)C(C\C=C1\CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O)C(C)C
50241850,CCCC(CCC)\C=C1/CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O
50241851,CCCCCCCCC\C=C1/CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O
50241854,CC(C)=C1CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O
50241855,CC(C)C(C\C=C1/CC(CO)(COC(=O)c2cn(C)c3ccccc23)OC1=O)C(C)C
50241856,Cc1ccc(cc1)C#Cc1ccc(C=C2CC(CO)(COC(=O)c3cn(C)c4ccccc34)OC2=O)cc1
50241865,OC[C@H]1N[C@H](CO)[C@H](O)[C@@H]1O
50241867,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO)[C@H]2OC(=O)\C=C\c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
50241912,CCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCN(O)C1=O
50241913,CCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCN(O)C1=O
50241914,CCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCNC1=O
50241915,CCCCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCN(O)C1=O
50241916,CCCCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCNC1=O
50241917,CCCCCCCCCCCCCCCC(OC(=O)C(CCCCN(O)C(C)=O)NC(=O)c1coc(n1)-c1ccccc1O)C(C)C(=O)NC1CCCCN(O)C1=O
50241937,OC[C@H](Cc1ccc2OCOc2c1)[C@H](CO)Cc1ccc2OCOc2c1
50241979,CCO[P@](=O)(SCC)c1ccccc1
50242014,CC(C)=CCc1c(oc2c3C=CC(C)(C)Oc3cc(O)c2c1=O)-c1ccc(O)cc1O
50242015,CC(C)=CCc1c(O)cc(O)c2c1oc(-c1ccc(O)cc1O)c(CC=C(C)C)c2=O
50242057,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2cccc(OC(F)(F)F)c2)c1
50242058,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(c2)C(O)=O)c1
50242059,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(OC(F)(F)F)c2)c1
50242060,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(cc2)C(O)=O)c1
50242061,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2cccc(c2)C(O)=O)c1
50242062,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(OC(F)(F)F)cc2)c1
50242063,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(cc2)C(F)(F)F)c1
50242064,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(F)cc2)c1
50242072,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(CC#Cc2cccc(F)c2)c1
50242073,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccccc2C(=O)OCC)c1
50242074,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccccc2C(=O)OC)c1
50242075,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(OC)c2)c1
50242076,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CCN(CC)CC)c1
50242077,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CCN2CCCC2)c1
50242078,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CCN2CCCCC2)c1
50242079,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CCN2CCN(C)CC2)c1
50242080,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CCN2CCN(CC2)c2cccc(c2)C(F)(F)F)c1
50242081,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#CC2(O)CCCC2)c1
50242082,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccc(C)cc2)c1
50242083,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccc(cc2)C#N)c1
50242084,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(c2)C#N)c1
50242085,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccc(OC(F)(F)F)cc2)c1
50242086,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccc(cc2)C(F)(F)F)c1
50242087,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(c2)C(F)(F)F)c1
50242099,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2ccc(F)cc2)c1
50242100,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cnn(CC#Cc2cccc(F)c2)c1
50242101,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cc(OCC#Cc2cccc(OC(F)(F)F)c2)no1
50242102,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cc(OCC#Cc2ccc(F)cc2)no1
50242114,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1cc(OCC#Cc2cccc(F)c2)no1
50242115,CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1ccc(OCC#Cc2cccc(F)c2)cc1
50242116,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(F)cc2)c1
50242118,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1cnn(CC#Cc2cccc(c2)C(F)(F)F)c1
50242119,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1cnn(CC#Cc2cccc(OC(F)(F)F)c2)c1
50242120,CCCn1c(=O)[nH]c2nc([nH]c2c1=O)-c1cnn(CC#Cc2ccc(OC(F)(F)F)cc2)c1
